index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
1164,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,PHL,2004,2004,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.3 [20.1-26.7],23.30000,20.1,26.7,,,
1165,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.7 [20.4-27.2],23.70000,20.4,27.2,,,
1166,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1985.0,1985,,WPR,Western Pacific,,PHL,1985,1985,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,12.3 [9.9-14.9],12.30000,9.9,14.9,,,
1167,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1986.0,1986,,WPR,Western Pacific,,PHL,1986,1986,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,12.8 [10.4-15.4],12.80000,10.4,15.4,,,
1168,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,13.3 [10.9-15.9],13.30000,10.9,15.9,,,
1169,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1988.0,1988,,WPR,Western Pacific,,PHL,1988,1988,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,13.8 [11.4-16.5],13.80000,11.4,16.5,,,
1170,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,PHL,2002,2002,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,20.5 [18.0-23.3],20.50000,18.0,23.3,,,
1171,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.0 [18.4-23.7],21.00000,18.4,23.7,,,
1172,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,PHL,2004,2004,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.4 [18.8-24.2],21.40000,18.8,24.2,,,
1173,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.9 [19.3-24.6],21.90000,19.3,24.6,,,
1174,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1985.0,1985,,WPR,Western Pacific,,PHL,1985,1985,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,10.6 [8.5-12.9],10.60000,8.5,12.9,,,
1175,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1986.0,1986,,WPR,Western Pacific,,PHL,1986,1986,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,11.0 [8.9-13.4],11.00000,8.9,13.4,,,
1176,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,11.5 [9.4-13.9],11.50000,9.4,13.9,,,
1177,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1988.0,1988,,WPR,Western Pacific,,PHL,1988,1988,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,12.0 [9.9-14.4],12.00000,9.9,14.4,,,
1178,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,PHL,2002,2002,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,18.7 [16.4-21.3],18.70000,16.4,21.3,,,
1179,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,19.2 [16.8-21.8],19.20000,16.8,21.8,,,
1180,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,PHL,2004,2004,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,19.6 [17.2-22.2],19.60000,17.2,22.2,,,
1181,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,20.1 [17.7-22.8],20.10000,17.7,22.8,,,
1182,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1985.0,1985,,WPR,Western Pacific,,PHL,1985,1985,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,12.1 [9.5-15.1],12.10000,9.5,15.1,,,
1183,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1986.0,1986,,WPR,Western Pacific,,PHL,1986,1986,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,12.6 [9.9-15.6],12.60000,9.9,15.6,,,
1184,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,13.1 [10.5-16.1],13.10000,10.5,16.1,,,
1185,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1988.0,1988,,WPR,Western Pacific,,PHL,1988,1988,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,13.7 [11.0-16.7],13.70000,11.0,16.7,,,
1186,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,PHL,2002,2002,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.4 [17.3-23.6],20.40000,17.3,23.6,,,
1187,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.8 [17.7-24.0],20.80000,17.7,24.0,,,
1188,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,PHL,2004,2004,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.3 [18.2-24.5],21.30000,18.2,24.5,,,
1189,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.7 [18.6-25.0],21.70000,18.6,25.0,,,
1190,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1985.0,1985,,WPR,Western Pacific,,PHL,1985,1985,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,9.1 [6.0-12.7],9.10000,6.0,12.7,,,
1191,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1986.0,1986,,WPR,Western Pacific,,PHL,1986,1986,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,9.5 [6.4-13.2],9.50000,6.4,13.2,,,
1192,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,9.9 [6.8-13.7],9.90000,6.8,13.7,,,
1193,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,1988.0,1988,,WPR,Western Pacific,,PHL,1988,1988,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,10.4 [7.2-14.2],10.40000,7.2,14.2,,,
1194,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2002.0,2002,,WPR,Western Pacific,,PHL,2002,2002,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,17.0 [13.5-21.1],17.00000,13.5,21.1,,,
1195,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,17.5 [13.9-21.5],17.50000,13.9,21.5,,,
1196,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2004.0,2004,,WPR,Western Pacific,,PHL,2004,2004,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,18.0 [14.4-22.1],18.00000,14.4,22.1,,,
1197,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2390,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,18.5 [14.8-22.7],18.50000,14.8,22.7,,,
1198,CHOL_02,Raised total cholesterol (>= 5.0 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2382,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,PHL,2008,2008,Philippines,,AGE25-PLUS,25+ years,,BTSX,Both sexes,,,,,43.3 [31.0-56.0],,,,,,
1199,CHOL_06,Raised total cholesterol (&#8805; 6.2 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2383,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,PHL,2008,2008,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,8.0 [4.0-14.1],,,,,,
1200,CHOL_06,Raised total cholesterol (&#8805; 6.2 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2383,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,PHL,2008,2008,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,11.4 [4.8-21.8],,,,,,
1201,CHOL_06,Raised total cholesterol (&#8805; 6.2 mmol/L) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2383,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,PHL,2008,2008,Philippines,,AGE25-PLUS,25+ years,,BTSX,Both sexes,,,,,9.7 [5.6-15.7],,,,,,
1202,CHOL_05,Raised total cholesterol (&#8805; 6.2 mmol/L) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2383,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,PHL,2008,2008,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,8.2 [4.0-14.6],,,,,,
1203,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1985.0,1985,,WPR,Western Pacific,,PHL,1985,1985,Philippines,,AGE20-PLUS,20+ years,,MLE,Male,,,,,21.6 [20.7-22.5],21.60000,20.7,22.5,,,
1204,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,AGE20-PLUS,20+ years,,MLE,Male,,,,,21.7 [20.9-22.5],21.70000,20.9,22.5,,,
1205,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1994.0,1994,,WPR,Western Pacific,,PHL,1994,1994,Philippines,,AGE20-PLUS,20+ years,,MLE,Male,,,,,22.1 [21.6-22.6],22.10000,21.6,22.6,,,
1206,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,PHL,1996,1996,Philippines,,AGE20-PLUS,20+ years,,MLE,Male,,,,,22.3 [21.8-22.8],22.30000,21.8,22.8,,,
1207,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,PHL,2001,2001,Philippines,,AGE20-PLUS,20+ years,,MLE,Male,,,,,22.5 [22.1-23.0],22.50000,22.1,23.0,,,
1208,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,AGE20-PLUS,20+ years,,MLE,Male,,,,,22.6 [22.1-23.1],22.60000,22.1,23.1,,,
1209,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1980.0,1980,,WPR,Western Pacific,,PHL,1980,1980,Philippines,,AGE20-PLUS,20+ years,,FMLE,Female,,,,,21.2 [19.5-23.0],21.20000,19.5,23.0,,,
1210,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,AGE20-PLUS,20+ years,,FMLE,Female,,,,,21.7 [20.7-22.7],21.70000,20.7,22.7,,,
1211,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1989.0,1989,,WPR,Western Pacific,,PHL,1989,1989,Philippines,,AGE20-PLUS,20+ years,,FMLE,Female,,,,,21.9 [21.1-22.7],21.90000,21.1,22.7,,,
1212,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,PHL,1996,1996,Philippines,,AGE20-PLUS,20+ years,,FMLE,Female,,,,,22.5 [22.0-23.1],22.50000,22.0,23.1,,,
1213,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1998.0,1998,,WPR,Western Pacific,,PHL,1998,1998,Philippines,,AGE20-PLUS,20+ years,,FMLE,Female,,,,,22.7 [22.1-23.2],22.70000,22.1,23.2,,,
1214,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,AGE20-PLUS,20+ years,,FMLE,Female,,,,,23.0 [22.3-23.7],23.00000,22.3,23.7,,,
1215,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,AGE20-PLUS,20+ years,,FMLE,Female,,,,,23.2 [22.4-24.0],23.20000,22.4,24.0,,,
1216,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2009.0,2009,,WPR,Western Pacific,,PHL,2009,2009,Philippines,,AGE20-PLUS,20+ years,,FMLE,Female,,,,,23.5 [22.4-24.7],23.50000,22.4,24.7,,,
1217,CHOL_04,Mean Total Cholesterol (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1980.0,1980,,WPR,Western Pacific,,PHL,1980,1980,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,4.8 [4.0-5.5],4.80000,4.0,5.5,,,
1218,CHOL_04,Mean Total Cholesterol (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1982.0,1982,,WPR,Western Pacific,,PHL,1982,1982,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,4.7 [4.1-5.4],4.70000,4.1,5.4,,,
1219,CHOL_04,Mean Total Cholesterol (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,4.7 [4.2-5.2],4.70000,4.2,5.2,,,
1220,CHOL_04,Mean Total Cholesterol (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1983.0,1983,,WPR,Western Pacific,,PHL,1983,1983,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,4.7 [4.0-5.3],4.70000,4.0,5.3,,,
1221,CHOL_04,Mean Total Cholesterol (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1985.0,1985,,WPR,Western Pacific,,PHL,1985,1985,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,4.7 [4.1-5.2],4.70000,4.1,5.2,,,
1222,CHOL_04,Mean Total Cholesterol (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1990.0,1990,,WPR,Western Pacific,,PHL,1990,1990,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,4.7 [4.2-5.2],4.70000,4.2,5.2,,,
1223,CHOL_04,Mean Total Cholesterol (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1992.0,1992,,WPR,Western Pacific,,PHL,1992,1992,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,4.7 [4.2-5.2],4.70000,4.2,5.2,,,
1224,CHOL_04,Mean Total Cholesterol (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1999.0,1999,,WPR,Western Pacific,,PHL,1999,1999,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,4.7 [4.3-5.1],4.70000,4.3,5.1,,,
1225,CHOL_04,Mean Total Cholesterol (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2001.0,2001,,WPR,Western Pacific,,PHL,2001,2001,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,4.8 [4.4-5.1],4.80000,4.4,5.1,,,
1226,CHOL_04,Mean Total Cholesterol (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2008.0,2008,,WPR,Western Pacific,,PHL,2008,2008,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,4.9 [4.4-5.4],4.90000,4.4,5.4,,,
1227,CHOL_03,Mean Total Cholesterol (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1980.0,1980,,WPR,Western Pacific,,PHL,1980,1980,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,4.8 [4.0-5.6],4.80000,4.0,5.6,,,
1228,CHOL_03,Mean Total Cholesterol (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1987.0,1987,,WPR,Western Pacific,,PHL,1987,1987,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,4.7 [4.2-5.2],4.70000,4.2,5.2,,,
1229,CHOL_03,Mean Total Cholesterol (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1989.0,1989,,WPR,Western Pacific,,PHL,1989,1989,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,4.7 [4.2-5.2],4.70000,4.2,5.2,,,
1230,CHOL_03,Mean Total Cholesterol (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1994.0,1994,,WPR,Western Pacific,,PHL,1994,1994,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,4.7 [4.3-5.1],4.70000,4.3,5.1,,,
1231,CHOL_03,Mean Total Cholesterol (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1996.0,1996,,WPR,Western Pacific,,PHL,1996,1996,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,4.7 [4.3-5.0],4.70000,4.3,5.0,,,
1232,CHOL_03,Mean Total Cholesterol (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2003.0,2003,,WPR,Western Pacific,,PHL,2003,2003,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,4.7 [4.4-5.0],4.70000,4.4,5.0,,,
1233,CHOL_03,Mean Total Cholesterol (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,2005.0,2005,,WPR,Western Pacific,,PHL,2005,2005,Philippines,,AGE25-PLUS,25+ years,,MLE,Male,,,,,4.7 [4.4-5.0],4.70000,4.4,5.0,,,
1234,CHOL_03,Mean Total Cholesterol (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1981.0,1981,,WPR,Western Pacific,,PHL,1981,1981,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,4.8 [3.9-5.6],4.80000,3.9,5.6,,,
1235,CHOL_03,Mean Total Cholesterol (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2384,PUBLISHED,Published,,1986.0,1986,,WPR,Western Pacific,,PHL,1986,1986,Philippines,,AGE25-PLUS,25+ years,,FMLE,Female,,,,,4.7 [4.2-5.3],4.70000,4.2,5.3,,,
